"";"x";"predicted";"conf.low";"conf.high";"group"
"288";2,88;0,683763041881802;0,719715079840809;0,64319944996309;"Static REW"
"289";2,92;0,228327265922467;0,256930980533628;0,198622479313789;"Dynamic non-REW"
"290";2,92;0,22700989985478;0,255354684048092;0,197586176771026;"Static non-REW"
"291";2,92;0,779769269690567;0,81077238029587;0,743686600040408;"Dynamic REW"
"292";2,92;0,686016630407193;0,721937799106504;0,645455023861321;"Static REW"
"293";2,96;0,230196211446089;0,2589411767581;0,200336256331819;"Dynamic non-REW"
"294";2,96;0,228869730697275;0,257354510395005;0,199292393802624;"Static non-REW"
"295";2,96;0,782864786879684;0,813724136247443;0,746893130290704;"Dynamic REW"
"296";2,96;0,689401044292574;0,725274895211544;0,648842753701636;"Static REW"
"297";3;0,232080645937469;0,260966158329452;0,202066128648685;"Dynamic non-REW"
"298";3;0,230745005054475;0,259369090770096;0,201014648627163;"Static non-REW"
"299";3;0,785949364972563;0,816662763826123;0,750090732729299;"Dynamic REW"
"300";3;0,692784766760042;0,728609862955394;0,652230546907572;"Static REW"
"301";3,04;0,23271117372796;0,26164338590806;0,20264526424542;"Dynamic non-REW"
"302";3,04;0,231372474641439;0,260042842937484;0,20159124470917;"Static non-REW"
"303";3,04;0,786973313740216;0,817637445710599;0,751153030096256;"Dynamic REW"
"304";3,04;0,693910539866431;0,729718930779079;0,653358047328578;"Static REW"
"305";3,08;0,233343504243508;0,262322320277055;0,203226288876771;"Dynamic non-REW"
"306";3,08;0,232001741617653;0,260718304259388;0,202169716528102;"Static non-REW"
"307";3,08;0,787996110138253;0,818610707008261;0,7522144302169;"Dynamic REW"
"308";3,08;0,695036312968152;0,730827904578169;0,654485542930034;"Static REW"
"309";3,12;0,234609981339263;0,263681834914305;0,204390291529337;"Dynamic non-REW"
"310";3,12;0,233262093110133;0,262070840298648;0,203328652712709;"Static non-REW"
"311";3,12;0,790032405576936;0,820546896509307;0,754329182108045;"Dynamic REW"
"312";3,12;0,697281425730966;0,733038334053722;0,656735228697899;"Static REW"
"313";3,16;0,235884499444524;0,265049020791544;0,205562663760273;"Dynamic non-REW"
"314";3,16;0,234530460575137;0,263431040113045;0,204495915932651;"Static non-REW"
"315";3,16;0,792065240073744;0,82247872996427;0,756441217568535;"Dynamic REW"
"316";3,16;0,699527819148543;0,73524956462255;0,658986277635711;"Static REW"
"317";3,2;0,237169385335535;0,266426269393374;0,206745658424606;"Dynamic non-REW"
"318";3,2;0,235809159885171;0,2648012437579;0,205673792077116;"Static non-REW"
"319";3,2;0,794098074530976;0,824410180339603;0,758553183813004;"Dynamic REW"
"320";3,2;0,701779366254437;0,737465159027971;0,661242880897926;"Static REW"
"321";3,28;0,239764688596665;0,269205299445069;0,209138040730657;"Dynamic non-REW"
"322";3,28;0,238392010306201;0,267566050263225;0,208055920709452;"Static non-REW"
"323";3,28;0,798153934060749;0,828261120533283;0,762768719222673;"Dynamic REW"
"324";3,28;0,706287246382223;0,741898573935742;0,665762475809569;"Static REW"
"325";3,36;0,240417607094783;0,269903930537105;0,209740422193933;"Dynamic non-REW"
"326";3,36;0,239041805084104;0,268261107129713;0,208655737652165;"Static non-REW"
"327";3,36;0,799163802174425;0,829219105219181;0,76381914142797;"Dynamic REW"
"328";3,36;0,707412951918012;0,743005092168997;0,666891529377594;"Static REW"
"329";3,4;0,241072478493323;0,270604398471142;0,210344864031265;"Dynamic non-REW"
"330";3,4;0,239693547111477;0,26895800330703;0,20925760090537;"Static non-REW"
"331";3,4;0,800172481418005;0,830175625426163;0,764868633947031;"Dynamic REW"
"332";3,4;0,708538657448458;0,744111511564252;0,668020571299448;"Static REW"
"333";3,44;0,24304456498704;0,272712777694563;0,212166097488476;"Dynamic non-REW"
"334";3,44;0,24165623215112;0,271055724144005;0,211071011484497;"Static non-REW"
"335";3,44;0,803184705954143;0,833029711518911;0,768005072502799;"Dynamic REW"
"336";3,44;0,711908323789182;0,747421267595077;0,67140220749504;"Static REW"
"337";3,48;0,246381730467603;0,276274908663189;0,215253826388764;"Dynamic non-REW"
"338";3,48;0,244977565184907;0,274599911390352;0,21414556459908;"Static non-REW"
"339";3,48;0,808196256245519;0,83777438220314;0,773225236446307;"Dynamic REW"
"340";3,48;0,71754151298966;0,752951275115523;0,67705643118993;"Static REW"
